1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,17.a,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,version
19111,1,0,48:Woman,Friend or neighbor (word of mouth),Less than one year,Disabled,No,n/a,English,Low salt,Very satisfied,3-4 meals,75%,I GIVE EXTRA PASTA TO NEIGHBOR,"I feel more food secure,I am able to pay my other bills (medical etc.),I have enough food to eat each month",[List],Coconut Milk,"No, my food needs are not being met",The quantity of food I receive is not sufficient,"Food stamps (SNAP),Social Security",No,Often true,Sometimes true,No,Yes,No,No,n/a,n/a,No,No,Yes,The Jewish community protested iwth Martin Luther King. They knew most people who don't like Jews don't like blacks and vice versa. I've read about rabbis fighting for social justice and immigrant rights. And taken in people into synagogue who were about to  be deported. Yes. I feel cared for.  ,A
19027,1,0,73:Woman,synagogue,5 to 10 years,"Retired,Disabled",n/a,United States,English,"Low salt,Low fat,Low sugar (diabetic)",Satisfied,n/a,50%,"i must limit all carbs, give away pasta and crackers","I feel more food secure,I have access to more nutritious food",No,,n/a,"I have dietary restrictions (diabetes etc.),I must eat 80% protein","Food stamps (SNAP),Social Security,Cook for a Friend Meal Delivery,Free or reduced price lunch,Kosher or other Meals on Wheels,Energy Assistance (LIHEAP)",Yes,Sometimes true,n/a,Yes:Some months but not every month,Don't know,No,[List],Yes,Yes,No,No,Yes,"I am very grateful for all that I receive from JRA. I wish I was able to give back in return. In the past, I was always to one giving.",A
19129,1,0,66:Man,Friend or neighbor (word of mouth),Less than one year,Disabled,No,United States,English,Low salt,Very satisfied,5-6 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",Yes,,"No, my food needs are not being met",The quantity of food I receive is not sufficient,"Food stamps (SNAP),Supplemental Security Income (SSI)",Yes,Sometimes true,Never true,Yes:n/a,Yes,n/a,No,n/a,n/a,n/a,No,Yes,"I receive $98 in stamps monthly. Its not enough. That being said, the comfort in knowing someone is thinking of me.",A
19124,1,0,65:Woman,Social worker,Less than one year,Disabled,n/a,n/a,English,I have no special dietary needs,Very satisfied,5-6 meals,100%,n/a,"I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have access to more nutritious food,I feel more food secure,I am able to pay my other bills (medical etc.),I have enough food to eat each month",[List],Almond Milk,"Yes, my food needs are being met",more veggie and protein,"Food stamps (SNAP),PCA Services,Supplemental Security Income (SSI)",Yes,Sometimes true,Sometimes true,n/a,Yes,Don't know,No,Yes,Yes,No,n/a,Yes,I lived in a Jewish neighborhood in Brooklyn and workso I know and love the food I buy when I can get here chopped liver and all. :-),A
19104,2,0,"68:Woman,67:Man",Friend or neighbor (word of mouth),3 to 5 years,Disabled,No,United States,English,I have no special dietary needs,Very satisfied,5-6 meals,75%,"matzo balls, gefilte fish","I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have enough food to eat each month",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Disability (SSD),Supplemental Security Income (SSI)",Yes,Sometimes true,Sometimes true,Yes:Some months but not every month,Yes,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,I really appreciate the monthly food delivery that you sned. Your workers are so courteous and kind. Thank you so much!,A
19116,2,0,"56:Woman,83:Woman",Social worker,Less than one year,Retired,No,United States,English,"Low salt,Low cholesterol,Low fat",Very satisfied,3-4 meals,75%,beans,I am able to pay my other bills (medical etc.),No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",Yes,Sometimes true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,,A
19116,1,0,76:Woman,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,United States,English,I have no special dietary needs,Very satisfied,3-4 meals,100%,n/a,"I have enough food to eat each month,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Disability (SSD)",No,Don't know,Never true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,Everybody is always kind and caring. I love it.,A
19116,1,0,76:Woman,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,United States,English,I have no special dietary needs,Very satisfied,3-4 meals,100%,n/a,"I have enough food to eat each month,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Disability (SSD)",No,Don't know,Never true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,Everybody is always kind and caring. I love it.,A
19116,1,0,65:Man,Social worker,1 to 3 years,"Unemployed,Disabled",No,United States,English,"Low salt,Low cholesterol",Somewhat dissatisfied,1-2 meals,25%,"streit's soup mix, dry cereal, pasta shells","I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"No, my food needs are not being met","The quantity of food I receive is not sufficient,I do not like the food choices available","Social Security,Supplemental Security Income (SSI)",Yes,Sometimes true,Sometimes true,No,Yes,Yes,No,I do not identify as Jewish,I do not identify as Jewish,No,n/a,n/a,n/a,A
19116,4,0,"73:Woman,67:Woman,33:Man,30:Man",Flyer or Publication,Less than one year,Retired,Yes,United States,English,I have no special dietary needs,Very satisfied,5-6 meals,100%,n/a,"I have enough food to eat each month,I feel more food secure,I have access to more nutritious food",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Jewish Family and Children’s Services (JFCS),Cook for a Friend Meal Delivery",No,Never true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,No,Yes,n/a,A
19152,1,0,n/a,Social worker,1 to 3 years,Disabled,No,United States,English,I have no special dietary needs,Very satisfied,5-6 meals,75%,"apples, oatmeal, onions","I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I have access to more nutritious food",No,,"Yes, my food needs are being met",,"Food stamps (SNAP),Supplemental Security Income (SSI)",Yes,Never true,Never true,No,No,No,No,n/a,n/a,No,No,n/a,as a Christian I am so impressed with the JRA does for the Jewish community and also reaches out to non Jews. A beautiful organization. Thank you. ,A
19143,2,1,"48:Woman,18:Man",Friend or neighbor (word of mouth),1 to 3 years,Employed,No,United States,English,I have no special dietary needs,Very satisfied,3-4 meals,50%,jewish foods,"I have enough food to eat each month,I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,n/a,I'm satisfied. Thank you for all you do even if I'm not Jewish. I appreciate the Jewish community.,A
19116,2,0,"65:Man,93:Woman",Flyer or Publication,5 to 10 years,Disabled,No,Ukraine,English,"Low salt,Low cholesterol,Low fat,Low sugar (diabetic),Gluten-free",Very satisfied,3-4 meals,50%,n/a,"I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",I am not able to prepare the food myself,"Food stamps (SNAP),Disability (SSD)",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,Yes,Yes,n/a,A
19026,1,0,69:Man,Friend or neighbor (word of mouth),5 to 10 years,Retired,n/a,United States,English,I have no special dietary needs,Satisfied,5-6 meals,75%,,"I feel more food secure,I have access to more nutritious food",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,Energy Assistance (LIHEAP)",No,n/a,n/a,n/a,n/a,n/a,[List],Yes,Yes,No,No,Yes,i appreciate the service very greatly that i have received over the last 7 years from JRA and wish you all the best in your future endeavors.,A
19111,2,0,"81:Woman,58:Woman",n/a,Less than one year,Disabled,n/a,St. Lucia,English,"Low salt,Low cholesterol,Low fat,Low sugar (diabetic)",Satisfied,3-4 meals,100%,,"I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,Supplemental Security Income (SSI),No,Don't know,Don't know,n/a,Don't know,Don't know,No,I do not identify as Jewish,I do not identify as Jewish,No,No,No,I thank you for receiving this box. It has been a great help to me.,A
19115,2,0,"80:Man,79:Woman",Friend or neighbor (word of mouth),5 to 10 years,Disabled,No,Serbia,n/a,"Low salt,Low cholesterol,Low fat",Very satisfied,5-6 meals,75%,"penne pasta, peanuts",I feel more food secure,[List],Coconut Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",Yes,Sometimes true,Sometimes true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,"exceptional service, quality food, friendly and helpful young people, kids. warms my heart watching them working so hard delivering packages. I thank them too.",A
19143,2,0,"n/a:Woman,53",n/a,1 to 3 years,Unemployed,n/a,Phila,English,I have no special dietary needs,Satisfied,3-4 meals,75%,n/a,"I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",,"Food stamps (SNAP),Social Security",n/a,Often true,n/a,Don't know,Yes,Yes,[List],Yes,Yes,No,No,Yes,very helpful. thank you very much for your help,A
19116,1,0,69:Man,Social worker,1 to 3 years,Retired,No,United States,English,"Low cholesterol,Low sugar (diabetic)",Very satisfied,5-6 meals,75%,"tuna, salmon",I have access to more nutritious food,[List],Almond Milk,"Yes, my food needs are being met",n/a,Food stamps (SNAP),No,Never true,Never true,No,No,No,No,n/a,n/a,n/a,No,Yes,since I am vegan at home I will call you to modify my order so it will be more appropriate to my dietary needs. I didn't know you had almond milk,A
19103,1,0,51:Woman,case management,Less than one year,Disabled,No,Ukraine,English,I have no special dietary needs,Very satisfied,7 or more meals,100%,,"I have enough food to eat each month,I feel more food secure,I am able to pay my other bills (medical etc.),I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],Coconut Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",Yes,Often true,Often true,Yes:Almost every month,Yes,Yes,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,thank you for enriching and fortifying my life with your kindness. I worry less and am able to share a meal with a friend (social support) or another in need. God bless you and the message you share in giving and caring for our low income community,A
19067,1,0,66:Woman,Friend or neighbor (word of mouth),1 to 3 years,"Retired,Disabled",No,United States,English,Low cholesterol,Very satisfied,3-4 meals,100%,fish in a jar,"I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have access to more nutritious food,I feel more food secure",n/a,,"No, my food needs are not being met","The quantity of food I receive is not sufficient,i love can fruit and jello","Food stamps (SNAP),Kosher or other Meals on Wheels,Supplemental Security Income (SSI)",Yes,Often true,Often true,Yes:Almost every month,Yes,Yes,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,"i use just about everything in the JRA box and I appreciate the can tuna, jello and soup",A
19111,1,0,68:Woman,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,United States,English,"Low salt,Low cholesterol,Low fat,Low sugar (diabetic)",Neutral,1-2 meals,75%,tuna dairy pasta,"I am able to pay my other bills (medical etc.),I feel more food secure",[List],Almond Milk,"No, my food needs are not being met","I have dietary restrictions (diabetes etc.),i only use certain certified dairy and baked foods","Food stamps (SNAP),Social Security,Energy Assistance (LIHEAP)",Yes,Never true,Never true,Yes:Only 1 or 2 months,No,No,[List],Yes,Yes,No,No,Yes,,A
19111,2,0,"89:Woman,66:Man",Social worker,1 to 3 years,Retired,No,United States,English,I have no special dietary needs,Very satisfied,5-6 meals,75%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",,"Social Security,Kosher or other Meals on Wheels",Yes,Often true,Sometimes true,Yes:Some months but not every month,Yes,Yes,No,n/a,n/a,No,No,Yes,i am very please and bvery appreciative. with the program the people that deliver the food are very pleasant and polite,A
19055,2,0,"55:Woman,23:Man",case worker through UPMC,Less than one year,Disabled,Yes,United States,English,I have no special dietary needs,Very satisfied,3-4 meals,100%,"canned salmon, apple (anything hard, i have no teeth)","I have enough food to eat each month,I feel more food secure,I am able to pay my other bills (medical etc.),I have access to more nutritious food,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],"Almond Milk,Coconut Milk","Yes, my food needs are being met",n/a,"Social Security,Disability (SSD)",Yes,Often true,Often true,Yes:Almost every month,Yes,Yes,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,I am thankful for JRA for providing me with food. the volunteers are terrific also,A
19115,2,0,"82:Woman,87:Man",Social worker,1 to 3 years,Retired,No,United States,English,"Low salt,Low cholesterol,Low fat",Very satisfied,5-6 meals,50%,"cold cereal, nuts, jars of tom. sauce","I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",I have dietary restrictions (diabetes etc.),"Social Security,Kosher or other Meals on Wheels",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19123,1,0,82:Woman,Friend or neighbor (word of mouth),3 to 5 years,Retired,No,United States,Spanish,I have no special dietary needs,Very satisfied,1-2 meals,100%,,"I have enough food to eat each month,I have access to more nutritious food",[List],Soy Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",Yes,Never true,Never true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,No,,A
19116,1,0,92:Prefer not to answer,Flyer or Publication,3 to 5 years,Retired,No,n/a,Russian,"Low salt,Low cholesterol,Low fat,Low sugar (diabetic)",Satisfied,5-6 meals,75%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,Never true,Never true,No,No,No,[List],Yes,Yes,Yes,No,Yes,n/a,A
19131,1,0,83:Woman,n/a,1 to 3 years,Retired,n/a,United States,English,Low salt,Very satisfied,n/a,100%,n/a,"I have enough food to eat each month,I feel more food secure,I have access to more nutritious food",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,I do not receive benefits from other agencies or individuals",No,Often true,Sometimes true,Yes:Some months but not every month,n/a,n/a,No,I do not identify as Jewish,I do not identify as Jewish,No,n/a,Yes,the JRA box have fruit and salmon which is a big help to me I always run out of fruit before the month is out thank you so much for your kindness,A
19111,2,0,"68:Woman,71:Man",Friend or neighbor (word of mouth),1 to 3 years,Unemployed,No,Germany,English,kosher,Very satisfied,5-6 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I have access to more nutritious food",[List],Rice Milk,"No, my food needs are not being met",The quantity of food I receive is not sufficient,"Social Security,I do not receive benefits from other agencies or individuals",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,we appreciate each box very much. we are grateful for your services. not being well it helps to feel cared for. we thank you very much and wish you continued success thank you thank you thank you,A
19116,1,0,n/a,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,Belgium,English,I have no special dietary needs,Satisfied,5-6 meals,75%,n/a,I feel more food secure,[List],Almond Milk,"Yes, my food needs are being met",n/a,"Social Security,Hot meals at KleinLife or Federation Housing,I do not receive benefits from other agencies or individuals",No,Don't know,Don't know,No,Don't know,Don't know,[List],Yes,Yes,Yes,n/a,Yes,thank you,A
19124,2,0,"75:Woman,36:Man",Social worker,3 to 5 years,Retired,Yes,n/a,English,I have no special dietary needs,Satisfied,3-4 meals,50%,soups rice,"I have enough food to eat each month,I feel more food secure,I am able to pay my other bills (medical etc.),I have access to more nutritious food",No,,"Yes, my food needs are being met","I have dietary restrictions (diabetes etc.),I do not like the food choices available","Food stamps (SNAP),Social Security,Supplemental Security Income (SSI),I do not receive benefits from other agencies or individuals",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,,A
19131,1,0,74:Woman,Friend or neighbor (word of mouth),5 to 10 years,Retired,No,United States,English,"Low salt,Low cholesterol",Neutral,3-4 meals,50%,wheat products dried beans penne,"I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],"Almond Milk,Coconut Milk","Yes, my food needs are being met",n/a,"Food stamps (SNAP),Cash Assistance (Welfare),Supplemental Security Income (SSI),Energy Assistance (LIHEAP)",No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,n/a,A
19154,2,0,":Woman,:Man",Internet search,Less than one year,Employed,No,United States,English,I have no special dietary needs,Very satisfied,1-2 meals,100%,n/a,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,[List],Almond Milk,"Yes, my food needs are being met",i would like meat produce,"Food stamps (SNAP),Social Security",No,Often true,Often true,Don't know,Don't know,Don't know,[List],No,Yes,No,Yes,Yes,i love getting box every month but could like different things love some can meat,A
19124,2,0,"57:Woman,70:Man",Friend or neighbor (word of mouth),More than 10 years,Disabled,No,United States,English,I have no special dietary needs,Very satisfied,5-6 meals,75%,"fish, matzah, coconut macaroons","I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food",[List],"Almond Milk,Coconut Milk","Yes, my food needs are being met",The quantity of food I receive is not sufficient,"Food stamps (SNAP),Social Security,Energy Assistance (LIHEAP)",Yes,n/a,Sometimes true,Yes:Some months but not every month,Yes,Yes,No,n/a,I do not identify as Jewish,No,No,Yes,i look forward to seeing these people those that deliver are so kind and helpful,A
19123,1,0,78:Woman,Flyer or Publication,5 to 10 years,Disabled,No,American/ Puerto Rican,English,"Gluten-free,I have no special dietary needs",Very satisfied,3-4 meals,100%,,"I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I have access to more nutritious food,I feel more food secure,I am able to pay my other bills (medical etc.),I have enough food to eat each month",[List],"Almond Milk,Coconut Milk","Yes, my food needs are being met",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,Yes,im most grateful for everything the Bible said we must pray for one another especially for jewish people,A
19136,1,0,57:Woman,Friend or neighbor (word of mouth),Less than one year,"Employed,Disabled",No,United States,English,n/a,Very satisfied,3-4 meals,n/a,canned carrots dry beans,"I am able to pay my other bills (medical etc.),I have access to more nutritious food,I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Disability (SSD),Energy Assistance (LIHEAP)",No,Never true,Sometimes true,No,n/a,n/a,No,n/a,No,No,No,Yes,the man that delivers my food is a very nice man,A
19116,1,0,:Woman,Friend or neighbor (word of mouth),3 to 5 years,"Retired,Disabled",n/a,Russia,Russian,Low cholesterol,Very satisfied,1-2 meals,100%,n/a,"I have enough food to eat each month,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Supplemental Security Income (SSI)",No,n/a,Sometimes true,No,Yes,No,[List],Yes,Yes,No,No,Yes,n/a,A
19152,1,0,80:Prefer not to answer,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,Ukraine,Russian,Low sugar (diabetic),Satisfied,3-4 meals,50%,n/a,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),PCA Services",Yes,Never true,Never true,No,No,No,[List],Yes,Yes,No,Yes,Yes,n/a,A
19116,1,0,72:Woman,Friend or neighbor (word of mouth),5 to 10 years,Unemployed,No,Ukraine,Russian,I have no special dietary needs,Very satisfied,5-6 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",Yes,Sometimes true,Sometimes true,No,Don't know,Don't know,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,,A
19116,n/a,0,"75:Man,73:Woman",Social worker,3 to 5 years,Retired,No,Ukraine,Russian,n/a,Satisfied,5-6 meals,75%,n/a,I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",Yes,n/a,Sometimes true,No,No,No,No,Yes,Yes,No,No,Yes,God Bless You!,A
19115,2,0,"80:Woman,84:Man",Friend or neighbor (word of mouth),3 to 5 years,Retired,No,Ukraine,Russian,Low cholesterol,Somewhat dissatisfied,n/a,75%,Not all of the cans ,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security,PCA Services,Energy Assistance (LIHEAP)",Yes,Don't know,Sometimes true,No,No,No,n/a,Yes,Yes,Yes,Yes,Yes,n/a,A
19053,2,0,"60:Woman,40:Man",Friend or neighbor (word of mouth),1 to 3 years,Disabled,Yes,Ukraine,Russian,Low fat,Very satisfied,3-4 meals,100%,I like it all!,I am able to pay my other bills (medical etc.),[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Disability (SSD)",No,Sometimes true,Don't know,No,,No,[List],,Yes,No,No,Yes,,A
19115,2,0,"73:Man,60:Woman",Social worker,5 to 10 years,Retired,Yes,Ukraine,Russian,I have no special dietary needs,Very satisfied,3-4 meals,100%,n/a,"I am able to pay my other bills (medical etc.),I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",No,,"Yes, my food needs are being met",n/a,I do not receive benefits from other agencies or individuals,No,Never true,Never true,No,No,No,[List],Yes,Yes,No,No,Yes,Very thankful to JRA,A
19131,2,0,"69:Woman,66:Man",Friend or neighbor (word of mouth),5 to 10 years,Retired,No,United States,English,"Low salt,Low sugar (diabetic)",Very satisfied,3-4 meals,100%,n/a,"I have enough food to eat each month,I feel more food secure,I have access to more nutritious food",[List],Almond Milk,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",No,Don't know,Never true,No,No,No,No,n/a,n/a,No,No,n/a,n/a,A
19152,1,0,55:Man,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,United States,English,I have no special dietary needs,Very satisfied,1-2 meals,100%,fish,I am able to pay my other bills (medical etc.),No,,n/a,n/a,"Food stamps (SNAP),Supplemental Security Income (SSI),Social Security",No,Often true,Often true,Yes:Almost every month,Yes,n/a,[List],n/a,Yes,No,No,Yes,I am very grateful and my birthday card makes me feel good. Thank you very much.,A
19123,1,0,65:Man,Internet search,1 to 3 years,Employed,No,United States,English,Low cholesterol,Very satisfied,3-4 meals,75%,"certain canned foods like beans, powdered milk, or potatoes",I have enough food to eat each month,No,,"Yes, my food needs are being met",n/a,"Food stamps (SNAP),Social Security",Yes,Never true,Never true,No,No,No,[List],No,No,No,No,Yes,Thank you for your help- of many people.,A
19115,1,0,86:Woman,Social worker,5 to 10 years,Retired,No,United States,English,I have no special dietary needs,Satisfied,3-4 meals,50%,box soup rice,I have enough food to eat each month,No,,"No, my food needs are not being met",I do not like the food choices available,n/a,n/a,Sometimes true,Don't know,No,Don't know,No,[List],No,Yes,No,No,Yes,n/a,A
19136,1,0,64:Woman,food bank at church,3 to 5 years,Disabled,No,United States,English,I have no special dietary needs,Neutral,3-4 meals,100%,n/a,I feel more food secure,[List],Almond Milk,"No, my food needs are not being met",The quantity of food I receive is not sufficient,"Food stamps (SNAP),Social Security,Disability (SSD)",No,Often true,Often true,Yes:Almost every month,Yes,Yes,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,1. Not nearly enough food in monthly box 2. No variety each month. 3. Who today really eats mata and gefile fish?,A
19146,1,0,70:Woman,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,United States,English,"Low salt,Low cholesterol,Low sugar (diabetic)",Neutral,3-4 meals,50%,"tuna, beans, cereal","I feel more food secure,I am unable to get to the grocery store due to an illness or disability and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"No, my food needs are not being met","The quantity of food I receive is not sufficient,I have dietary restrictions (diabetes etc.)","Food stamps (SNAP),Social Security,PCA Services,Jewish Family and Children’s Services (JFCS)",No,Sometimes true,n/a,n/a,n/a,n/a,n/a,n/a,n/a,No,No,Yes,n/a,A
19053,2,0,"74:Man,70:Woman",Social worker,1 to 3 years,Retired,No,United States,English,"Low salt,Low fat,Low sugar (diabetic)",Neutral,1-2 meals,50%,"beans, tuna",n/a,No,,"No, my food needs are not being met","I have dietary restrictions (diabetes etc.),I do not like the food choices available,I am not able to prepare the food myself","Food stamps (SNAP),Social Security,Energy Assistance (LIHEAP)",Yes,Often true,Often true,Yes:Almost every month,Yes,Yes,[List],Yes,Yes,No,No,Yes,n/a,A
19124,3,0,68:Man,Friend or neighbor (word of mouth),1 to 3 years,Retired,No,United States,English,n/a,Very satisfied,3-4 meals,100%,n/a,I feel more food secure,No,,"No, my food needs are not being met",I do not like the food choices available,Social Security,No,Sometimes true,Sometimes true,No,Yes,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,No,n/a,A
19111,2,0,"60:Woman,20:Man",Friend or neighbor (word of mouth),Less than one year,Employed,No,United States,English,I have no special dietary needs,Satisfied,3-4 meals,100%,"tuna fish, salmon","I have enough food to eat each month,I feel more food secure,I am able to pay my other bills (medical etc.),I have access to more nutritious food",No,,"Yes, my food needs are being met",n/a,I do not receive benefits from other agencies or individuals,No,n/a,Sometimes true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,n/a,Yes,Thank you for the extra help you offer me and my son. It truly is a blessing.,A
19111,3,0,"28:Man,25:Man,51:Woman",Social worker,1 to 3 years,Disabled,No,Haiti,French Creole,"Low salt,Low sugar (diabetic)",Very satisfied,1-2 meals,100%,n/a,"I have enough food to eat each month,I am able to pay my other bills (medical etc.),I feel more food secure,I have access to more nutritious food,I am unable to get to the grocery store due to lack of transportation and JRA brings me food that I am unable to get on my own",[List],Almond Milk,"Yes, my food needs are being met","The quantity of food I receive is not sufficient,I have dietary restrictions (diabetes etc.)",Supplemental Security Income (SSI),No,Never true,Never true,No,No,No,No,I do not identify as Jewish,I do not identify as Jewish,No,No,Yes,n/a,A
